,title,content,publication,label
424,Palestine Considers Suing Israel in International Sports Court,"2 Shares
2 0 0 0
The Palestine Football Association (PFA), in a first testing of Palestine's ability to fight its battle with Israel in international courts, plans to go to the world's top court for sports in a bid to force its Israeli counterpart to view Israeli settlements on the West Bank as occupied territory rather than an extension of the Jewish state.
The potential Palestinian move follows the Palestinian Authority's campaign to isolate Israel in international organizations and challenge Israel's occupation of the West Bank in the International Criminal Court (ICC).
Using soccer as a testing ground, Palestine's efforts to confront Israel in international organizations has produced mixed results. While Palestine succeeded in joining various international organizations, the PFA last year failed to muster sufficient votes to persuade world soccer body FIFA to suspend Israel. The PFA argued that the policies of the Israeli government and the Israel Football Association (IFA) violated FIFA rules as well as international law governing the status of occupied territory.
The PFA has since been unable to push FIFA towards any punitive steps against Israel. Instead, FIFA opted to monitor developments and attempt with little success to negotiate a way out of the impasse. Palestine is expected to take legal recourse if FIFA fails to take more decisive action at its next council meeting in January.
The PFA's focus since failing to get Israel suspended has been on banning six clubs that are based in Israeli settlements on the West Bank from playing in Israeli lower divisions. FIFA rules stipulate that clubs based in a recognized federation's territory cannot play in leagues of another soccer association without the permission of the home federation. The PFA rejects the notion of granting permission because it believes that it would legitimize Israeli settlements and the occupation.
MORE... Swedish soccer player sent off for loud fart during match PFA President Jibril Rajoub suggested that the PFA would take its case to the Court of Arbitration for Sport (CAS) after a seven-hour meeting earlier this month of a FIFA committee headed by Tokyo Sexwale failed to resolve the issue.
Mr. Sexwale is scheduled to visit Israel later this month for a meeting with Israeli sports minister Miri Regev. The FIFA Council is scheduled to discuss the issue at its next meeting in January. The PFA is likely to prepare its case for CAS, but wait with filing it until after the January meeting.
Israel sees the Palestinian demands and threat as strengthening the growing boycott, divestment and sanctions movement (BDS) that sees penalization as a means of forcing the Jewish state to alter its policies and ultimately withdraw from territory occupied during the 1967 Middle East war.
Condemnation of the Israeli occupation and settlements by the United Nations Security Council constitutes the legal basis for the PFA's approach as well as potential challenges in international courts.
The strength of the Palestinian position has been weakened changing [Persian] Gulf attitudes towards Israel and Saudi and United Arab Emirates pressure on Palestine Authority president Mahmoud Abbas. [Persian] Gulf states, despite paying lip service to the Palestinian cause, have become more public about their informal relations with Israel based on common opposition to expanding Iranian influence in the region.
Writing in the kingdom's controlled press, a prominent Saudi journalist went as far as calling for the establishment of diplomatic relations with Israel. The UAE last year agreed to the opening of an Israeli diplomatic mission accredited to the Abu Dhabi-based International Renewable Energy Agency rather than the UAE government. Bahrain, as part of an agreement to host next year's FIFA congress, has consented to issue visas to representatives of the IFA. Israeli nationals are barred from travelling to [Persian] Gulf countries.
At the same time, Saudi Arabia and the UAE have been pressuring Mr. Abbas to resolve his differences with Mohammed Dahlan, the controversial former Abu Dhabi-based Gaza strongman who is an archenemy of the Palestinian president. Mr. Dahlan is widely seen as a successor to 81-year old Mr. Abbas, who would be acceptable to Israel.
Israel may be able to count on some degree of tacit [Persian] Gulf support within FIFA but is likely nonetheless to ultimately have to be seen to be accepting some kind of compromise that throws a bone to the Palestinians.
The Palestinians' focus on the Israeli West Bank teams has however raised the bar for Israel. An agreement between Prime Minister Benyamin Netanyahu and former FIFA president Sepp Blatter struck last year addresses many of the PFA's grievances but not the issue of six the West Bank teams. Their status goes to the heart of the Palestinian-Israeli conflict: the legal status of territory occupied by Israel since 1967.
Under the agreement, Mr. Netanyahu proposed to give Palestinian players special identity cards and place sports liaison officials at crossings between Palestinian areas and those under Israeli control in a bid to eliminate obstacles to free movement that complicated the development of Palestinian soccer. Mr. Netanyahu further suggested to create an escort service that would facilitate players' travel between the West Bank and Gaza that are separated by Israeli territory.
Israel initially appeared to live up to its promises by granting for the first time in 15 years, a West Bank team, Hebron's Al Ahli, passage to Gaza to play a Palestine Cup final against the strip's Al Shejaia. Hopes that this signalled a new beginning were however dashed when the PFA cancelled the return match in Hebron after Israel agreed to grant passage to only 33 of the 37 players who were scheduled to travel. Implementation of the agreement has since evaporated.
The PFA, by putting the West Bank teams at the top of their agenda, has made it tougher for FIFA and Israel to work out a compromise that would not have implications for the future of Israeli-Palestinian peace making. Israeli is likely to want to avoid subjecting its policies to the scrutiny of an international court. Yet, that may be exactly what would best serve the Palestine Authority's overall strategy.",ahtribune,fake
425,Iraqi Commander: 'Saudi Arabia Mother of All Terrorism',"Saudi Arabia is the “mother of all terrorism,” says the second-in-command of the Iraq’s Popular Mobilization Units, Abu Mahdi al-Mohandes. 76 Shares
8 62 0 6
Mohandes made the remarks during an interview with the al-Alam television network on Saturday.
He stressed that both the ISIS and al-Qaeda terrorist groups are the product of Saudi Arabia, and that ISIS's psychological and media campaign is partially funded from Riyadh.
Mohandes noted that the operations to free Mosul from the Takfiri terrorists will take some time as the militants are receiving intelligence from several external sources, mainly the US.
He went on to praise Iran’s support for Iraq’s battle against terrorism, stressing that if Baghdad had not called for Tehran’s assistance, the Iraqi army would never have reached Mosul.
He also noted that the Hashd al-Shaabi forces, also known as the Popular Mobilization Units, will move on towards Tal Afar after Mosul is cleared of ISIS militants.
MORE... Iraqi Soldier Battling ISIS in Mosul Reunited with His Family After Two Years of Estrangement Muslim Iraqi Soldiers Erect Cross on Top of the Church in Newly Liberated Karamless Village Near Mosul Thousand of Iraqi Civilians Treated for Breathing Problems after ISIS Torches Sulphur Plant near Mosul ISIS executes 58 plotters, buries in mass grave amid reports on rebellion in Mosul He stressed that the units’ goal is not just to push back ISIS militants, but to destroy them.
ISIS leaders rob own treasury, flee Mosul
Meanwhile, as Iraqi forces push on with operations to liberate Mosul, five high-ranking ISIS commanders have looted the terrorist group’s treasury and fled towards Syria.
The robbers, including ISIS’s treasury official Abu al-Bara al-Qahtani and several other terrorists, have taken millions of dollars.
The terrorists have launched a manhunt to reclaim the stolen money and arrest and execute the escapees.
Iraqi troops fighting house to house in east Mosul
Heavy fighting is underway in eastern Mosul as ISIS tries to hinder Iraqi forces advance in the city. The militants are using car bombs, mortar fire, and snipers to stop the government troops.
A separate group of troops are advancing on the city’s northern side and have reached just within four kilometers of Mosul’s airport.
Iraqi forces have also attacked ISIS-held positions in the town of Hamam al-Alil which is located along the Tigris River some 15 kilometers south of Mosul.
Iraqi army troops, backed by Hashd al-Shaabi and Kurdish Peshmerga forces, are closing in on Mosul, ISIS’s last stronghold in Iraq, from almost all directions in a full-scale operation launched on October 17.
Iraqi troops managed to enter Mosul’s limits earlier in the week for the first time since June 2014, when the city fell to ISIS amid a large-scale terror campaign in northern and western Iraq. So far, a large number of the villages and districts around the city have been purged of the terrorists. Iraqi Prime Minister Haider al-Abadi has vowed that the country’s second largest city will be fully recaptured by year-end.",ahtribune,fake
426,ISIS Uses 600 Suicide Dogs to Restrain Iraqi Army’s Advance in Mosul,"Erbil- While Iraqi forces are advancing in Mosul to free the city, some Iraqi officers were informed about new plan of terrorists of ISIS to use 600 suicide dogs to restrain Iraqi Army’s advance. 20 Shares
7 13 0 0
Fahmi Abbas, an officer in Iraqi Armored Units had an interview with IRNA and said: “ISIS terrorists have equipped 600 dogs with bombs and want to send them among Iraqi Army forces and explode them by remote control.”
As stated by this military official, ISIS’s intention is to hinder advance of Iraqi Army to the city center of Mosul.
This new plan was brought up when most of terrorists’ suicide attacks were neutralized by Iraqi heat-seeking missiles before reaching their aim.
According to the statistics announced by Iraqi Army, during the 19 days since Mosul liberation operation began, terrorists of ISIS have performed 100 suicide attacks in different regions, although they didn’t succeed in delaying the advance of Iraqi forces.
Fahmi Abbas stressed that all Corps have been informed about terrorists’ new tactics and they won’t be taken off-guard.
This Iraqi military official also mentioned the possibility of using other animals for suicide attacks by the terrorists. He said that ISIS is under siege and terrorists have nowhere to escape, unless they surrender or get killed.
On Saturday (5th Nov), Iraqi Army entered “Hammam al-Alili” in south of Mosul and managed to free this part of city in the western bank of Dijlah (Tigris river).
Recommended For You Mosul Civilians Stormed City Main Prison and Free 45 ISIS Prisoners Iraq's al-Sumaria satellite television Quote: d an unnamed security source that claimed Mosul residents on Friday evening killed ISIS terror...
By AHT Staff Iraqi Soldier Battling ISIS in Mosul Reunited with His Family After Two Years of Estrangement It's a heartwarming moment amid the carnage of the battle to liberate Mosul. An Iraqi lieutenant -- part of the elite Golden Division spe...
By AHT Staff ISIS Executes 300 Iraqi Civilians by Firing Squad North of Mosul Member of Nineveh Provincial Council, Hossam al-Din al-Abbar, announced, that the ISIS executed 300 civilians and former security members,...
By AHT Staff ISIS Executes 22 Civilians by Electrocution in Central Mosul",ahtribune,fake
427,,Ever since the powers to be assassinated JFK American society and foreign policy has been getting more and more barbaric and more and more arrogant and self serving. The next president just might bring this mistaken notion of their world domination to a final winner takes all catastrophe.,ahtribune,fake
428,,"Another Arab supremacist masturbation fantasy. The world map was re-shaped after the fall of the Ottoman empire almost 100 years ago. And the Palestine Arabs refused several very good offers since then to share the area with the Jews, who are native to the area called Palestine. And that conflict continues to this day. The Israelis have bent over backwards to try and accommodate them, and many Arabs would like to end the conflict, but the current politicos and lunatic blood-seeking writers like Baroud won't be happy without another war, seeking a Jew-free Palestine. Perhaps their next generation of leaders will want to look forward rather than backwards.",ahtribune,fake
429,Political Prisoner Takes on US Military-Industrial Complex,"The ultimate underdog 23 Shares
9 12 0 2
Ever since the telling of biblical fairy tales, few stories have lived up to the hype around the mismatch between the shepherd boy David and the giant Goliath. In the biblical encounter, David prevailed by keeping his foe Goliath at a distance with a formidable weapon, his sling.
Today a modern-day version of David and Goliath is playing out.
Although granted political asylum by Ecuador, a target of US empire finds himself ensconced under a form of arbitrary detention in Ecuador's London embassy under constant surveillance by British police. The fully weaponized US empire, which boasts of its full-spectrum dominance, has arrayed itself and its allies against one unarmed (as in having no conventional weaponry) man who heads a publishing organization.
This uppity publisher has had the temerity to expose the secret machinations and war crimes of the military-economic (albeit faltering on both fronts) behemoth to the world's public. The pro-transparency publisher Wikileaks, its founder (and de facto political prisoner) Julian Assange, and anti-secrecy collaborators infuriated the United States establishment with a slew of documents, emails, and graphic exposes like the "" Collateral Murder "" video that demonstrated a US military engaged in war crimes.
Nations states are adamant and fastidious about keeping their internal workings under wraps. But it is a one-way street, as many nation states seek to gather and store any and all information about the citizenry without seeking court approval or the approval of the citizenry in question.
MORE... Swedish government implicated in charges against Assange UN body to rule on ""arbitrary detention"" of Wikileaks founder Web-savvy Wikileaks objects to this double standard, and it welcomes, vets, and publishes troves of secret information premised on the principle of the public's right to be informed about what their government is up to.
Evidence makes it clear that the violent American establishment engages in browbeating, inciting so-called color revolutions to destabilize and overthrow disobedient governments, military encirclement, and saber rattling. This self-described indispensable nation which preens its might before major nation states such as China and Russia was not about to have its full-spectrum dominance challenged by punk computer hackers.
Leaning on its allies, the US enacted a financing squeeze on Wikileaks. Many nation states have been severely crippled and devastated by US sanctions, but tiny Wikileaks proved more resilient and cleverer than the Washington schemers.
In an attempt to topple Wikileaks, the US establishment has sought to lop off the head of Wikileaks. It has kept close tabs on Julian Assange and is purportedly behind a scheme to bring Assange down in Sweden: ""We have been warned that the Pentagon, for example, is thinking of deploying dirty tricks to ruin us.""
In Sweden consensual sex has been parlayed as rape. In self-defense Assange spoke to the facts of the situation :
Here we have a case, the Swedish case, where I have never been charged with a crime, where I have already been cleared [by the Stockholm prosecutor] and found to be innocent, where the woman herself said that the police made it up, where the United Nations formally said the whole thing is illegal, where the State of Ecuador also investigated and found that I should be given asylum. Those are the facts, but what is the rhetoric?
... the UN formally found that the whole thing is illegal, never even mentioning that Ecuador made a formal assessment through its formal processes and found that yes, I am subject to persecution by the United States.
Disinformation and distraction are among the underhanded tactics of empire.
While in Britain, Assange was eventually placed under house arrest. Sweden played out the drama while refusing to press charges or interview Assange in Britain on the allegations. It insisted he come to Sweden, which Assange was unwilling to do without an assurance that he would not be deported elsewhere, knowing full well that the US Department of Justice was preparing a case against him. Sweden refused to give such an assurance, which speaks strongly about Sweden's intent to seek justice for any alleged crimes committed against its citizens.
Despite all this intrigue, Wikileaks has continued to publish and Assange has continued to give interviews. Assange did not cower, instead he chose to fight back against Hillary Clinton and the Democrats. This is because Hillary Clinton and the Democrats are the principals in power and the grand jury investigation into himself and Wikileaks has been occurring during their time in government.
Clinton and the Democrats are victims of their own zeal and hubris. Along the way many outs presented themselves to the Democrats. They could have dropped the grand jury investigation. They could have provided an assurance that there would be no request for Assange's deportation from Sweden. The US could even have given a presidential pardon to Assange. Extremely telling about the caliber of man that Assange is, is that he offered himself as a prisoner in exchange for the release of another political prisoner, Chelsea Manning.
But empire and its minions were dismissive as is the way of empire. Empire does not negotiate deals. It takes what it wants because it believes it can.
The result
The corruption in the Democratic party has come to light. Wikileaks revealed that the Democratic National Committee conspired against party aspirant Bernie Sanders and heads fell. Clinton tellingly hired the subsequently fallen DNC chair Debbie Wasserman Schultz.
Clinton's emails were leaked as were those of her campaign chair John Podesta. Revelations include ""pay-for-play, as they call it, giving access in exchange for money to states, individuals and corporations,"" a "" direct connection between Hillary Clinton and the foundation of jihadism, of ISIL, in the Middle East,"" ""Libya, more than anyone else's war, was Hillary Clinton's war,"" and banks buying cabinet positions.
The Clinton campaign has, predictably, been thrown into disarray.
The Clintonites could not refute what was in their own emails. Instead they sought to deflect attention elsewhere. The Clintonites blamed Russian hacking for interfering in the US presidential race. Finally, Julian Assange felt compelled to state :
The Clinton camp has been able to project that kind of neo-McCarthy hysteria: that Russia is responsible for everything. Hilary Clinton stated multiple times, falsely, that seventeen U.S. intelligence agencies had assessed that Russia was the source of our publications. That is false; we can say that the Russian government is not the source.
Neither is Wikileaks complicit with Russia:
We have published about 800,000 documents of various kinds that relate to Russia. Most of those are critical; and a great many books have come out of our publications about Russia, most of which are critical. Our [Russia]documents have gone on to be used in quite a number of court cases: refugee cases of people fleeing some kind of claimed political persecution in Russia, which they use our documents to back up.
Graciously toward Clinton, Assange said he feels sorry for the woman who wanted to "" drone "" him. Imagine what the response would have been if Assange had discussed the possibility of a drone attack against Clinton.
Presently, Assange downplays the damage from the barrage of leaks to the Clinton campaign for the presidency.
Trump would not be permitted to win. Why do I say that? Because he's had every establishment off side; Trump doesn't have one establishment, maybe with the exception of the Evangelicals, if you can call them an establishment, but banks, intelligence [agencies], arms companies... big foreign money ... are all united behind Hillary Clinton, and the media as well, media owners and even journalists themselves.
However, a counter coup was announced against the coup by ""Clinton cronyism."" It is said to include FBI, CIA, military intelligence, other security organizations ""through Julian Assange"" that have promised to stop Clinton from becoming president and to convict and indict her and her cronies.
A revolution?
No matter what transpires on November 8, the reverberations from this confrontation should be monumental. US democracy has — again — been revealed to be glaringly corrupt. Most importantly, the world's preeminent military-industrial complex has been shown to be susceptible to the power of one person. Properly framed, it is the power of one person to work with other persons to form a greater consciousness, a consciousness that ultimately will transcend and defeat the corruption of empire.",ahtribune,fake
430,"Massachusetts is the Next Laboratory for School Privatization, and Why it Must Be Stopped","9 Shares
5 3 0 1
An important question is on the 2016 election state-wide ballot in Massachusetts. Question 2 deals with the state’s charter school cap. Without the cap, upwards of 12 charter schools could be approved by the state district in the next fiscal year. The charter school scam has spread its tentacles into the state ofMassachusetts in large part due to the Obama Administration. A vote ""no"" is thus critical toward halting the march of privatization in the education system occurring nation-wide. As Massachusetts residents gear up to vote for the next President of the United States, it is important to remember that the transformation of public education into a private good will not cease as long as popular opposition fails to confront its roots in Washington.
The Obama Administration immediately created the Race to the Top program after the 2008 election. This program paved a direct path toward the elimination of public education as we know it. The Department of Education funneled billions of US dollars into incentive schemes to privatize public schools district by district. Federal funds were dangled in front of mostly poor, mostly Black cities as long as these districts met the ""mandates"" of the program. These mandates included the closure of ""failing schools,"" mergers with for-profit charter schools, and the complete transformation of public schools into charter laboratories. Race to the Top created favorable conditions for private capitalists to engulf the entire US public education system.
The results have been disastrous. Hundreds of public schools have closed around the country. Tens of thousands of public school teachers have been fired. In New Orleans, nearly every school operating in the district is a privately owned by "" publicly funded"" charter schools .The Chicago teachers union recently averted a strike but has been dealing with the consequences of the closure of fifty schools in the city in 2013 .
The impact of charter schools has extended beyond teacher layoffs and school closures. Charter schools have also promoted segregation based on race and class. The Civil Rights Project of UCLA has found that seventy percent of black charter school students attend intensely segregated charter schools . Furthermore, charter schools also demand an even more intense policy of standardized testing withcurriculums that are often guided by the test corporations themselves. All the while, these institutions have found ample time to discriminate against ELS and disabled students.
In addition, charter schools have been found to cheat students from a quality education. Charter schools are even more militarized than traditional public schools and sport higher rates of suspension and expulsion rates. Corporate charter operators also ""cream"" students from the top and toss the rest. Even so, charters have not proven to do any better than public schools in terms of test scores . What the charter school movement does possess is the backing of the elite, which has masterfully used media and non-profit manipulation to demonize public education.
The usual capitalist players have been the primary leaders in the drive to rid of the charter school cap in Massachusetts. The New York Lobbying group ""Families for Excellent Schools"" is controlled by Hedge Fund managers whose funds stem from donations from the Walton Family (i.e. Wal-Mart). Another organization, ""Education Reform Now Advocacy,"" has received upwards of 11 million dollars from the same source . Charter schools are often labeled ""public"" because they receive tax payer dollars. However, the schools are accountable to no one except the corporate interests that back them.
A ""Yes"" vote on Question two would place the education of students in Massachusetts firmly in the hands of the kingpins of privatization. Not only would twelve charter schools per year be subject to approval, but forty-five public schools would be in danger of closure. Over 100 million more dollars per year would be siphoned from public schools across the state. At the moment, the charter school cap allows the state to operate no more than 72 charter schools. If the cap islifted, however, this restriction would no longer apply and leave the students, families, and educatorsvictimto the ""shock and awe"" privatization which has characterized national policy for over two decades.
Opposition to privatization is being led by the organization Save Our Schools. Save Our Schools consists of families, teachers, students, and unions that are looking to prevent an era of unbridled privatization in the Massachusetts public education system. Charter schools already drain 450 million from public education in the stateeach year as it currently stands. A vote ""no"" would protect public schools and thus the unions that representtheir educators.
A ""no"" vote would build upon numerous labor victories in the Massachusetts area over the last few years. The Boston School Bus Drivers union Local 8751 won a historic victory against the Veolia Corporation in 2015. The Harvard Dining Workers of Local 26 UNITE HERE followed by defeating Harvard's bid to raise healthcare costs in October of 2016. Now it is time to stand with teachers across the state in their effort to prevent full-scale privatization.
Doing so will not be easy. The model of union-management cooperationwith theDemocratic Party continues to prevent workers in Massachusetts and across the country from taking offensive action against the privatization assault. A vote ""no"" on question 2 in Massachusetts would show that community and union members can organize a successful push-back against the forces behind privatization. However, a vision of transformation and radical change must be articulated if defense of public education is to materialize into a people's movement. The fight against privatization must be placed in the contextof the larger struggle to build a world that working and oppressed people would vote ""yes"" to.",ahtribune,fake
431,,"If you can't give something away change is needed.
http://www.textbooksfree.org/E...",ahtribune,fake
432,Creating an Anti-Muslim Bias at a Canadian University,"Professor Dr. Mujahid Kamran, Vice-Chancellor of the University of Punjab, on the Suspension without Pay of Prof. Tony Hall 1 Shares
1 0 0 0
Professor Mike Mahon President and Vice Chancellor Lethbridge, Canada
Dear Professor Mike Mahon,
It is with a sense of great sadness that I have learnt of the suspension, without pay, of Professor Anthony Hall, one of the most distinguished scholars, not only of the , but a researcher and writer who is recognised and respected globally. In a country like Pakistan, which is far behind Canada in term of education, research and scholarship, no teacher, or non-teacher, of any university can be suspended without pay. When someone is suspended, he or she is entitled to draw full pay for the period of suspension. If Canada is doing better than us on various scales, then one would expect that suspension without pay puts Canada behind us in terms of due process and in terms of requirements demanded by the principles of justice and fair play. I may add respectfully that in Pakistani universities no one is generally suspended unless a fact finding committee has first looked into the matter thoroughly and found prima facie evidence of wrong doing. The decision of the administration also destroys the concept of a tenured appointment.
 From his writings, that I have read over a period of time, it is evident that Professor Anthony Hall is a scholar whose work exposes the crimes and conspiracies of those who are taking the world headlong into a global war and simultaneously transforming it into a global slave state. His analysis is impeccable and his grasp of facts masterly. And his writings are devoid of any prejudice against any ethnic group or nation. , or any university for that matter, should have been proud to have Professor Hall on its faculty. His suspension creates an impression, even from this distance from where I write, that certain powerful interests that aim destroying free speech, have targeted people like Professor Anthony Hall, who speak out for democracy, decency, peace and justice.
I have found out from the internet that B’nai Brithis behind this movement against shutting down free speech. It is quite evident that the charge that Professor Anthony Hall has created a discriminatory atmosphere is highly dubious. To the contrary, it appears that an anti-Muslim bias has been created in your institution by Professor Hall’s unfortunate suspension.There is also a strong impression that B’nai Brith has taken over the administrative decision making at Lethbridge.
MORE... Suspension of Tenured Professor Lacks Due Diligence Toxic Mind Control Contaminates The Public Sphere Irish human rights activists against freedom of speech? B’nai Brith attack on Canadian professor has roots in Zionist false flag tactics It is also worrying that B’nai Brith have now targeted Canadian universities and Canadian society. If this is the case then the situation is disturbing, not just for Lethbridge and Canada, but for all freedom loving people worldwide. When I was a young student at University of Edinburgh, Scotland in the 1970s, I used to meet many Canadian students and I found that they invariably stood for freedom of speech and for tolerance and justice. The suspension of Professor Hall is inconsistent with my image of the Canadian people that I had then formed.
On behalf of the academic community of the University of the Punjab (established 1882) I urge you to kindly reconsider your decision to suspend Professor Hall. It will go a long way in rehabilitating the impression of people worldwide about the upholding of free speech, academic freedom, and genuine scholarly discourse at Lethbridge.
With my humble regards and very best wishes
Professor Dr. Mujahid Kamran Vice Chancellor University of the Punjab (since January 2008) Author of a dozen books including: Einstein and Germany 2009 The Grand Deception: Corporate America and Perpetual War 2010 The Inspiring Life of Abdus Salam 2013 9/11 & The New World Order 2013 International Bankers, World Wars I, II and Beyond 2015 Winner Abdus Salam Prize 1985 (this prize was instituted from Salam’s Nobel Prize money) Presidential Pride of Performance Award 1999 Awarded Sitara- e -Imtiaz (i.e. Star of distinction, awarded by Government of Pakistan) 2015, etc",ahtribune,fake
433,Arise President Trump (or Why it's not the End of the World as We Know it),"10 Shares
4 5 0 1
""USA! USA! USA!"" they chanted together in the Hilton Ballroom as the results came in. Who needs polls? They never gave him a chance but now we have it: President Donald Trump. Not only were the polls spectacularly wrong (who will ever trust this particularly bankrupt form of moralising presumptive analysis and telling us how we do and should feel?) but also the pundits who were not just arrogant about the fact that Trump had no chance but also were hopelessly out of touch with what America was thinking across its societal spectrum, what it wanted, what was felt deep in its blood.
It is a rejection of the liberal consensus the entire West has wallowed in since the 90's and a rejection of Obama and the false hope he decried, the impotent nature of US political leverage around the world and the rejection of brazen corruption and questionable ethics as typified by ""Crooked Hillary"".
The world must live with it; democracy has spoken and they're going to have to get over the words President Trump. Some will head for the hills, some will run to Canada, others will continue to cry but as Obama said yesterday, regardless of the result ""tomorrow the sun will still shine.""
This is a cry for American exceptionalism and like him or not Trump typifies that. He is committed to education, and demands high performance. Selling well is an admirable skill for a President to have. Negotiating with Congress, internationally, etc., is exceptionally useful. Trump has taken beatings financially and come out smelling like a rose.
Trump's business experience involves negotiations with business leaders and even governments around the world, and he likely has connections behind the scenes that surpass those of simply purely political candidates -- this gives him keen, realistic insights into economics in different parts of the world, as well as additional avenues to pursue trade agreements, and even perhaps some nuanced insights of particular financial weaknesses of possible global competitors, not to mention experience and insight into the partnerships and/or antagonism between different industries and particular governments.
MORE... Trump's sexual predator characteristics - His Grandfather was a pimp, but at least he paid the women he hired The significance of the GOP's attempted purge of Donald Trump Trump, Turkey, and police tyranny: The crisis of Imperialism finds political expression An America in denial This vote comes down to the reckoning that for too long, politicians have sold the American people out to foreign nations and global industry. What Donald Trump is doing is representing the absolute heartbreak and anger and frustration at a government gone mad and it seems the Left completely underestimated that in their vitriol in crying #NeverTrump and portraying him as the devil incarnate.
Although it is entirely true that Trump is ostentatious and has his mistakes, he brings something to the Presidential table no other candidate had before; he speaks his mind.
America clearly is sick of weasel politicians who are too afraid to say what people want to hear, they want the facts straight.
President Trump isn't cut from the political class, that class which is entrenched in its self-interest and has let the country down time and time again. Ross Perot once said that we need somebody to clean out the stables, a corrupted, ethically questionable President is therefore not the answer in order to accomplish that and I'm not talking about Donald Trump.
Trump is a pragmatist in an era of rapidly approaching chaos, he is not a social engineer, a think tanker who wants to please those lining his bank accounts. The liberal Democratic policies of Obama, U.S. Rep. Nancy Pelosi, U.S. Sen. Harry Reid and their company created a climate that has led to this decision today.
So what if his language is intemperate and insulting? Even lacking in nobility from time to time? How can a true changemaker be straitjacketed by politically correct chains if he or she must express the will of the people, uncomfortable concerns that lie dormant for far too long?
Obama won because conservative voters stayed home. He had promise and he let so many down, what did Clinton have? And that is why conservative voters had to get out and vote.
Trump prefers isolationism on a world scale, Clinton voted to take us to war in Iraq and to overthrow Libya's Gaddafi, all in the guise of being ""muscular.""
Perhaps today's landmark and historic decision is not so much about Trump's strengths and power but more about the crippled weakness of the country in 2016 and you simply cannot blame him for that.",ahtribune,fake
